timestamp,location_id,location_name,current_rainfall_mm,current_precipitation_mm,rainfall_forecast_mm,precipitation_forecast_mm,precipitation_probability
2026-09-09 10:00:00,5,Kalpetta,0.0,0.0,0.0,0.1,51.0
2026-09-09 11:00:00,5,Kalpetta,0.0,0.0,0.1,0.1,75.0
2026-09-09 12:00:00,5,Kalpetta,0.0,0.0,0.2,0.2,88.0
2026-09-09 13:00:00,5,Kalpetta,0.0,0.0,0.4,0.5,95.0
2026-09-09 14:00:00,5,Kalpetta,0.0,0.0,0.4,0.5,100.0
2026-09-09 15:00:00,5,Kalpetta,0.0,0.0,0.1,0.2,100.0
2026-09-09 16:00:00,5,Kalpetta,0.0,0.0,0.20000002,0.3,100.0
2026-09-09 17:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,100.0
2026-09-09 18:00:00,5,Kalpetta,0.0,0.0,0.3,0.3,72.0
2026-09-09 19:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,34.0
2026-09-09 20:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,6.0
2026-09-09 21:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,0.0
2026-09-09 22:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,0.0
2026-09-09 23:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,0.0
2026-09-10 00:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,0.0
2026-09-10 01:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,0.0
2026-09-10 02:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,0.0
2026-09-10 03:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,0.0
2026-09-10 04:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,0.0
2026-09-10 05:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,0.0
2026-09-10 06:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,0.0
2026-09-10 07:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,0.0
2026-09-10 08:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,2.0
2026-09-10 09:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,23.0
2026-09-10 10:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,53.0
2026-09-10 11:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,76.0
2026-09-10 12:00:00,5,Kalpetta,0.0,0.0,0.1,0.1,88.0
2026-09-10 13:00:00,5,Kalpetta,0.0,0.0,0.1,0.1,94.0
2026-09-10 14:00:00,5,Kalpetta,0.0,0.0,0.20000002,0.3,98.0
2026-09-10 15:00:00,5,Kalpetta,0.0,0.0,0.9,1.5,100.0
2026-09-10 16:00:00,5,Kalpetta,0.0,0.0,0.3,0.3,100.0
2026-09-10 17:00:00,5,Kalpetta,0.0,0.0,0.1,0.2,100.0
2026-09-10 18:00:00,5,Kalpetta,0.0,0.0,0.1,0.1,81.0
2026-09-10 19:00:00,5,Kalpetta,0.0,0.0,0.1,0.1,54.0
2026-09-10 20:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,31.0
2026-09-10 21:00:00,5,Kalpetta,0.0,0.0,0.0,0.1,18.0
2026-09-10 22:00:00,5,Kalpetta,0.0,0.0,0.1,0.1,10.0
2026-09-10 23:00:00,5,Kalpetta,0.0,0.0,0.0,0.0,4.0
